created_at,tweet_id,retweet_count,favorite_count,stage,image_url,species_prediction,prediction_conf,year
2017-08-01 00:17:27+00:00,892177421306343426,6514,33819,nan,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,0.323581,2017
2017-07-31 00:18:03+00:00,891815181378084864,4328,25461,nan,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,0.716012,2017
2017-07-29 16:00:24+00:00,891327558926688256,9774,41048,nan,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,0.555712,2017
2017-07-29 00:08:17+00:00,891087950875897856,3261,20562,nan,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,Chesapeake_Bay_retriever,0.425595,2017
2017-07-28 16:27:12+00:00,890971913173991426,2158,12041,nan,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,0.34170300000000003,2017
2017-07-28 00:22:40+00:00,890729181411237888,16716,56848,nan,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,Pomeranian,0.566142,2017
2017-07-27 16:25:51+00:00,890609185150312448,4429,28226,nan,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,0.487574,2017
2017-07-26 15:59:51+00:00,890240255349198849,7711,32467,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,Pembroke,0.511319,2017
2017-07-26 00:31:25+00:00,890006608113172480,7624,31166,nan,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,2017
2017-07-25 16:11:53+00:00,889880896479866881,5156,28268,nan,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,2017
2017-07-25 01:55:32+00:00,889665388333682689,8538,38818,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,2017
2017-07-25 00:10:02+00:00,889638837579907072,4735,27672,nan,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,2017
2017-07-24 17:02:04+00:00,889531135344209921,2321,15359,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,2017
2017-07-24 00:19:32+00:00,889278841981685760,5637,25652,nan,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,2017
2017-07-23 00:22:39+00:00,888917238123831296,4709,29611,nan,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,2017
2017-07-22 16:56:37+00:00,888804989199671297,4559,26080,nan,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,2017
2017-07-22 00:23:06+00:00,888554962724278272,3732,20290,nan,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,2017
2017-07-20 16:49:33+00:00,888078434458587136,3653,22201,nan,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,2017
2017-07-19 16:06:48+00:00,887705289381826560,5609,30779,nan,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,2017
2017-07-19 00:47:34+00:00,887473957103951883,18781,69871,nan,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,2017
2017-07-18 16:08:03+00:00,887343217045368832,10737,34222,nan,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,2017
2017-07-18 00:07:08+00:00,887101392804085760,6167,31061,nan,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,2017
2017-07-17 16:17:36+00:00,886983233522544640,8084,35859,nan,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,2017
2017-07-16 23:58:41+00:00,886736880519319552,3443,12306,nan,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,2017
2017-07-15 23:25:31+00:00,886366144734445568,3316,21524,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,2017
2017-07-15 16:17:19+00:00,886258384151887873,6523,28469,nan,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,2017
2017-07-14 22:10:11+00:00,885984800019947520,7097,33382,nan,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,2017
2017-07-13 15:58:47+00:00,885528943205470208,6683,36689,nan,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,2017
2017-07-13 01:35:06+00:00,885311592912609280,19297,0,nan,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,0.908703,2017
2017-07-12 16:03:00+00:00,885167619883638784,4556,22367,nan,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,2017
2017-07-12 00:01:00+00:00,884925521741709313,16439,68152,nan,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,2017
2017-07-11 20:47:12+00:00,884876753390489601,6096,28514,nan,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,2017
2017-07-11 00:00:02+00:00,884562892145688576,5100,24765,nan,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,2017
2017-07-10 15:58:53+00:00,884441805382717440,5856,27478,nan,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,2017
2017-07-09 21:29:42+00:00,884162670584377345,3128,20771,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,2017
2017-07-09 00:00:04+00:00,883838122936631299,3586,22349,nan,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,2017
2017-07-08 00:28:19+00:00,883482846933004288,10407,46860,nan,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,2017
2017-07-07 16:22:55+00:00,883360690899218434,3825,22986,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,2017
2017-07-07 00:17:54+00:00,883117836046086144,6949,37914,nan,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,2017
2017-07-06 15:58:11+00:00,882992080364220416,4122,24445,nan,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,2017
2017-07-06 00:46:41+00:00,882762694511734784,5134,28903,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,2017
2017-07-05 15:48:34+00:00,882627270321602560,6342,28382,nan,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,2017
2017-07-04 16:01:23+00:00,882268110199369728,12118,45880,nan,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,2017
2017-07-03 16:04:48+00:00,881906580714921986,3533,24773,nan,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,2017
2017-07-03 00:11:11+00:00,881666595344535552,11099,51522,nan,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,2017
2017-07-02 15:32:16+00:00,881536004380872706,16570,50199,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,2017
2017-06-30 19:35:32+00:00,880872448815771648,3989,21734,nan,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,2017
2017-06-29 16:39:47+00:00,880465832366813184,6546,29075,nan,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,2017
2017-06-29 00:27:25+00:00,880221127280381952,4436,27640,nan,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,2017
2017-06-28 16:09:20+00:00,880095782870896641,4533,28150,nan,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,2017
2017-06-28 00:42:13+00:00,879862464715927552,3642,22667,nan,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,2017
2017-06-27 00:10:17+00:00,879492040517615616,3323,23822,nan,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,2017
2017-06-26 19:07:24+00:00,879415818425184262,45849,107956,nan,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,2017
2017-06-25 16:07:47+00:00,879008229531029506,2812,19317,nan,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,2017
2017-06-25 00:45:22+00:00,878776093423087618,4319,19763,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,2017
2017-06-23 16:00:04+00:00,878281511006478336,1349,7913,nan,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,2017
2017-06-23 01:10:23+00:00,878057613040115712,7181,42876,nan,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,2017
2017-06-22 03:54:17+00:00,877736472329191424,17300,71144,nan,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,2017
2017-06-21 19:36:23+00:00,877611172832227328,83,0,pupper,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,0.364729,2017
2017-06-21 15:58:08+00:00,877556246731214848,3994,23258,nan,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,2017
2017-06-21 00:06:44+00:00,877316821321428993,5414,27907,nan,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,2017
